retailer,retailer_id,sell_date,region,state,city,product_category,price_per_unit,units_sold,operating_margin_share,sales_method
Foot Locker,1185732,7/3/2021,Средний Запад,Иллинойс,Чикаго,Женская спортивная обувь,40,175,"0,40",Аутлет
Foot Locker,1185732,7/4/2021,Средний Запад,Иллинойс,Чикаго,Мужская одежда,50,175,"0,35",Аутлет
Foot Locker,1185732,7/5/2021,Средний Запад,Иллинойс,Чикаго,Женская одежда,55,350,"0,50",Аутлет
Foot Locker,1185732,7/6/2021,Средний Запад,Иллинойс,Чикаго,Мужская уличная обувь,50,575,"0,40",Аутлет
Foot Locker,1185732,7/7/2021,Средний Запад,Иллинойс,Чикаго,Мужская спортивная обувь,45,325,"0,35",Аутлет
Foot Locker,1185732,7/8/2021,Средний Запад,Иллинойс,Чикаго,Женская уличная обувь,40,250,"0,35",Аутлет
Foot Locker,1185732,7/9/2021,Средний Запад,Иллинойс,Чикаго,Женская спортивная обувь,40,200,"0,40",Аутлет
Foot Locker,1185732,7/10/2021,Средний Запад,Иллинойс,Чикаго,Мужская одежда,50,225,"0,35",Аутлет
Foot Locker,1185732,7/11/2021,Средний Запад,Иллинойс,Чикаго,Женская одежда,55,400,"0,50",Аутлет
Foot Locker,1185732,7/12/2021,Средний Запад,Иллинойс,Чикаго,Мужская уличная обувь,50,550,"0,40",Аутлет
Foot Locker,1185732,7/13/2021,Средний Запад,Иллинойс,Чикаго,Мужская спортивная обувь,45,325,"0,35",Аутлет
Foot Locker,1185732,7/14/2021,Средний Запад,Иллинойс,Чикаго,Женская уличная обувь,40,250,"0,35",Аутлет
Foot Locker,1185732,7/15/2021,Средний Запад,Иллинойс,Чикаго,Женская спортивная обувь,40,225,"0,40",Аутлет
Foot Locker,1185732,7/16/2021,Средний Запад,Иллинойс,Чикаго,Мужская одежда,50,200,"0,35",Аутлет
Foot Locker,1185732,7/17/2021,Средний Запад,Иллинойс,Чикаго,Женская одежда,55,375,"0,50",Аутлет
Foot Locker,1185732,7/18/2021,Средний Запад,Иллинойс,Чикаго,Мужская уличная обувь,50,500,"0,40",Аутлет
Foot Locker,1185732,7/19/2021,Средний Запад,Иллинойс,Чикаго,Мужская спортивная обувь,45,300,"0,35",Аутлет
Foot Locker,1185732,7/20/2021,Средний Запад,Иллинойс,Чикаго,Женская уличная обувь,40,200,"0,35",Аутлет
Foot Locker,1185732,7/21/2021,Средний Запад,Иллинойс,Чикаго,Женская спортивная обувь,40,175,"0,40",Аутлет
Foot Locker,1185732,7/22/2021,Средний Запад,Иллинойс,Чикаго,Мужская одежда,50,175,"0,35",Аутлет
Foot Locker,1185732,7/23/2021,Средний Запад,Иллинойс,Чикаго,Женская одежда,55,250,"0,50",Аутлет
Foot Locker,1185732,7/24/2021,Средний Запад,Иллинойс,Чикаго,Мужская уличная обувь,60,425,"0,40",Аутлет
Foot Locker,1185732,7/25/2021,Средний Запад,Иллинойс,Чикаго,Мужская спортивная обувь,50,250,"0,35",Аутлет
Foot Locker,1185732,7/26/2021,Средний Запад,Иллинойс,Чикаго,Женская уличная обувь,50,150,"0,35",Аутлет
Foot Locker,1185732,7/27/2021,Средний Запад,Иллинойс,Чикаго,Женская спортивная обувь,50,125,"0,40",Аутлет
Foot Locker,1185732,7/28/2021,Средний Запад,Иллинойс,Чикаго,Мужская одежда,60,125,"0,35",Аутлет
Foot Locker,1185732,7/29/2021,Средний Запад,Иллинойс,Чикаго,Женская одежда,65,250,"0,50",Аутлет
Foot Locker,1185732,7/30/2021,Средний Запад,Иллинойс,Чикаго,Мужская уличная обувь,60,400,"0,40",Аутлет
Foot Locker,1185732,7/31/2021,Средний Запад,Иллинойс,Чикаго,Мужская спортивная обувь,50,250,"0,35",Аутлет
Foot Locker,1185732,8/1/2021,Средний Запад,Иллинойс,Чикаго,Женская уличная обувь,50,195,"0,35",Аутлет
Foot Locker,1185732,8/2/2021,Средний Запад,Иллинойс,Чикаго,Женская спортивная обувь,50,175,"0,40",Аутлет
Foot Locker,1185732,8/3/2021,Средний Запад,Иллинойс,Чикаго,Мужская одежда,60,150,"0,35",Аутлет
Foot Locker,1185732,8/4/2021,Средний Запад,Иллинойс,Чикаго,Женская одежда,65,250,"0,50",Аутлет
Foot Locker,1185732,8/5/2021,Средний Запад,Иллинойс,Чикаго,Мужская уличная обувь,60,500,"0,40",Аутлет
Foot Locker,1185732,8/6/2021,Средний Запад,Иллинойс,Чикаго,Мужская спортивная обувь,50,300,"0,35",Аутлет
Foot Locker,1185732,8/7/2021,Средний Запад,Иллинойс,Чикаго,Женская уличная обувь,50,250,"0,35",Аутлет
Foot Locker,1185732,8/8/2021,Средний Запад,Иллинойс,Чикаго,Женская спортивная обувь,50,200,"0,40",Аутлет
Foot Locker,1185732,8/9/2021,Средний Запад,Иллинойс,Чикаго,Мужская одежда,60,200,"0,35",Аутлет
Foot Locker,1185732,8/10/2021,Средний Запад,Иллинойс,Чикаго,Женская одежда,65,300,"0,50",Аутлет
Sports Direct,1197831,8/11/2021,Средний Запад,Иллинойс,Чикаго,Мужская уличная обувь,20,725,"0,30",Аутлет
Sports Direct,1197831,8/12/2021,Средний Запад,Иллинойс,Чикаго,Мужская спортивная обувь,30,725,"0,30",Аутлет
Sports Direct,1197831,8/13/2021,Средний Запад,Иллинойс,Чикаго,Женская уличная обувь,30,525,"0,30",Аутлет
Sports Direct,1197831,8/14/2021,Средний Запад,Иллинойс,Чикаго,Женская спортивная обувь,35,525,"0,40",Аутлет
Sports Direct,1197831,8/15/2021,Юг,Техас,Даллас,Мужская одежда,40,375,"0,25",Аутлет
Sports Direct,1197831,8/16/2021,Юг,Техас,Даллас,Женская одежда,35,525,"0,45",Аутлет
Sports Direct,1197831,8/17/2021,Юг,Техас,Даллас,Мужская уличная обувь,25,675,"0,30",Аутлет
Sports Direct,1197831,8/18/2021,Юг,Техас,Даллас,Мужская спортивная обувь,35,650,"0,30",Аутлет
Sports Direct,1197831,8/19/2021,Юг,Техас,Даллас,Женская уличная обувь,35,475,"0,30",Аутлет
Sports Direct,1197831,8/20/2021,Юг,Техас,Даллас,Женская спортивная обувь,35,425,"0,40",Аутлет
Sports Direct,1197831,8/21/2021,Юг,Техас,Даллас,Мужская одежда,40,300,"0,25",Аутлет
Sports Direct,1197831,8/22/2021,Юг,Техас,Даллас,Женская одежда,35,500,"0,45",Аутлет
Sports Direct,1197831,8/23/2021,Юг,Техас,Даллас,Мужская уличная обувь,30,675,"0,35",Аутлет
Sports Direct,1197831,8/24/2021,Юг,Техас,Даллас,Мужская спортивная обувь,40,675,"0,35",Аутлет
Sports Direct,1197831,8/25/2021,Юг,Техас,Даллас,Женская уличная обувь,30,500,"0,35",Аутлет
Sports Direct,1197831,8/26/2021,Юг,Техас,Даллас,Женская спортивная обувь,35,400,"0,45",Аутлет
Sports Direct,1197831,8/27/2021,Юг,Техас,Даллас,Мужская одежда,40,300,"0,30",Аутлет
Sports Direct,1197831,8/28/2021,Юг,Техас,Даллас,Женская одежда,35,450,"0,50",Аутлет
Sports Direct,1197831,8/29/2021,Юг,Техас,Даллас,Мужская уличная обувь,20,700,"0,35",Аутлет
Sports Direct,1197831,8/30/2021,Юг,Техас,Даллас,Мужская спортивная обувь,30,700,"0,35",Аутлет
Sports Direct,1197831,8/31/2021,Юг,Техас,Даллас,Женская уличная обувь,25,525,"0,35",Аутлет
Sports Direct,1197831,9/1/2021,Юг,Техас,Даллас,Женская спортивная обувь,30,425,"0,45",Аутлет
Sports Direct,1197831,9/2/2021,Юг,Техас,Даллас,Мужская одежда,35,325,"0,30",Аутлет
Sports Direct,1197831,9/3/2021,Юг,Техас,Даллас,Женская одежда,30,600,"0,50",Аутлет
Sports Direct,1197831,9/4/2021,Юг,Техас,Даллас,Мужская уличная обувь,20,750,"0,35",Аутлет
Sports Direct,1197831,9/5/2021,Юг,Техас,Даллас,Мужская спортивная обувь,30,775,"0,35",Аутлет
Sports Direct,1197831,9/6/2021,Юг,Техас,Даллас,Женская уличная обувь,25,625,"0,35",Аутлет
Sports Direct,1197831,9/7/2021,Юг,Техас,Даллас,Женская спортивная обувь,35,550,"0,45",Аутлет
Sports Direct,1197831,9/8/2021,Юг,Техас,Даллас,Мужская одежда,50,450,"0,30",Аутлет
Sports Direct,1197831,9/9/2021,Юг,Техас,Даллас,Женская одежда,45,800,"0,50",Аутлет
Sports Direct,1197831,9/10/2021,Юг,Техас,Даллас,Мужская уличная обувь,45,800,"0,35",Аутлет
Sports Direct,1197831,9/11/2021,Юг,Техас,Даллас,Мужская спортивная обувь,50,800,"0,35",Аутлет
Sports Direct,1197831,9/12/2021,Юг,Техас,Даллас,Женская уличная обувь,45,650,"0,35",Аутлет
Sports Direct,1197831,9/13/2021,Юг,Техас,Даллас,Женская спортивная обувь,45,600,"0,45",Аутлет
Sports Direct,1197831,9/14/2021,Юг,Техас,Даллас,Мужская одежда,50,500,"0,30",Аутлет
Sports Direct,1197831,9/15/2021,Юг,Техас,Даллас,Женская одежда,55,875,"0,50",Аутлет
Sports Direct,1197831,9/16/2021,Юг,Техас,Даллас,Мужская уличная обувь,45,825,"0,40",Аутлет
Sports Direct,1197831,9/17/2021,Юг,Техас,Даллас,Мужская спортивная обувь,50,825,"0,40",Аутлет
Sports Direct,1197831,9/18/2021,Юг,Техас,Даллас,Женская уличная обувь,45,975,"0,40",Аутлет
Sports Direct,1197831,9/19/2021,Юг,Техас,Даллас,Женская спортивная обувь,45,575,"0,50",Аутлет
Sports Direct,1197831,9/20/2021,Юг,Техас,Даллас,Мужская одежда,50,575,"0,35",Аутлет
Sports Direct,1197831,9/21/2021,Юг,Техас,Даллас,Женская одежда,60,850,"0,55",Аутлет
Sports Direct,1197831,9/22/2021,Юг,Техас,Даллас,Мужская уличная обувь,50,800,"0,40",Аутлет
Sports Direct,1197831,9/23/2021,Юг,Техас,Даллас,Мужская спортивная обувь,55,800,"0,40",Аутлет
Sports Direct,1197831,9/24/2021,Юг,Техас,Даллас,Женская уличная обувь,50,975,"0,40",Аутлет
Sports Direct,1197831,9/25/2021,Юг,Техас,Даллас,Женская спортивная обувь,50,525,"0,50",Аутлет
Sports Direct,1197831,9/26/2021,Юг,Техас,Даллас,Мужская одежда,55,525,"0,35",Аутлет
Sports Direct,1197831,9/27/2021,Юг,Техас,Даллас,Женская одежда,60,775,"0,55",Аутлет
Sports Direct,1197831,9/28/2021,Юг,Техас,Даллас,Мужская уличная обувь,55,725,"0,40",Аутлет
Sports Direct,1197831,9/29/2021,Юг,Техас,Даллас,Мужская спортивная обувь,55,675,"0,40",Аутлет
Sports Direct,1197831,9/30/2021,Юг,Техас,Даллас,Женская уличная обувь,60,725,"0,40",Аутлет
Sports Direct,1197831,10/1/2021,Юг,Техас,Даллас,Женская спортивная обувь,60,450,"0,50",Аутлет
Sports Direct,1197831,10/2/2021,Юг,Техас,Даллас,Мужская одежда,55,450,"0,35",Аутлет
Sports Direct,1197831,10/3/2021,Юг,Техас,Даллас,Женская одежда,50,675,"0,55",Аутлет
Sports Direct,1197831,10/4/2021,Юг,Техас,Даллас,Мужская уличная обувь,40,625,"0,40",Аутлет
Sports Direct,1197831,10/5/2021,Юг,Техас,Даллас,Мужская спортивная обувь,40,625,"0,40",Аутлет
Sports Direct,1197831,10/6/2021,Юг,Техас,Даллас,Женская уличная обувь,45,575,"0,40",Аутлет
Sports Direct,1197831,10/7/2021,Юг,Техас,Даллас,Женская спортивная обувь,45,425,"0,50",Аутлет
Sports Direct,1197831,10/8/2021,Юг,Техас,Даллас,Мужская одежда,40,400,"0,35",Аутлет
Sports Direct,1197831,10/9/2021,Юг,Техас,Даллас,Женская одежда,50,575,"0,55",Аутлет
Sports Direct,1197831,10/10/2021,Юг,Техас,Даллас,Мужская уличная обувь,40,725,"0,40",Аутлет
Sports Direct,1197831,10/11/2021,Юг,Техас,Даллас,Мужская спортивная обувь,40,725,"0,40",Аутлет
Sports Direct,1197831,10/12/2021,Юг,Техас,Даллас,Женская уличная обувь,65,650,"0,40",Аутлет
Sports Direct,1197831,10/13/2021,Юг,Техас,Даллас,Женская спортивная обувь,65,500,"0,50",Аутлет
Sports Direct,1197831,10/14/2021,Юг,Техас,Даллас,Мужская одежда,60,475,"0,35",Аутлет
Sports Direct,1197831,10/15/2021,Юг,Техас,Даллас,Женская одежда,70,675,"0,55",Аутлет
Sports Direct,1197831,10/16/2021,Юг,Техас,Даллас,Мужская уличная обувь,60,825,"0,40",Аутлет
Sports Direct,1197831,10/17/2021,Юг,Техас,Даллас,Мужская спортивная обувь,60,825,"0,40",Аутлет
Sports Direct,1197831,10/18/2021,Юг,Техас,Даллас,Женская уличная обувь,65,725,"0,40",Аутлет
Sports Direct,1197831,10/19/2021,Юг,Техас,Даллас,Женская спортивная обувь,65,575,"0,50",Аутлет
Sports Direct,1197831,10/20/2021,Юг,Техас,Даллас,Мужская одежда,60,525,"0,35",Аутлет
Sports Direct,1197831,10/21/2021,Юг,Техас,Даллас,Женская одежда,70,775,"0,55",Аутлет
Foot Locker,1185732,10/22/2021,Юг,Техас,Даллас,Мужская уличная обувь,45,425,"0,55",Аутлет
Foot Locker,1185732,10/23/2021,Юг,Техас,Даллас,Мужская спортивная обувь,45,225,"0,35",Аутлет
Foot Locker,1185732,10/24/2021,Юг,Техас,Даллас,Женская уличная обувь,35,225,"0,40",Аутлет
Foot Locker,1185732,10/25/2021,Юг,Техас,Даллас,Женская спортивная обувь,40,75,"0,40",Аутлет
Foot Locker,1185732,10/26/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская одежда,55,125,"0,35",Аутлет
Foot Locker,1185732,10/27/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская одежда,45,225,"0,30",Аутлет
Foot Locker,1185732,10/28/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская уличная обувь,45,475,"0,55",Аутлет
Foot Locker,1185732,10/29/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская спортивная обувь,45,125,"0,35",Аутлет
Foot Locker,1185732,10/30/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская уличная обувь,35,175,"0,40",Аутлет
Foot Locker,1185732,10/31/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская спортивная обувь,40,50,"0,40",Аутлет
Foot Locker,1185732,11/1/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская одежда,55,125,"0,35",Аутлет
Foot Locker,1185732,11/2/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская одежда,45,225,"0,30",Аутлет
Foot Locker,1185732,11/3/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская уличная обувь,50,445,"0,55",Аутлет
Foot Locker,1185732,11/4/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская спортивная обувь,50,150,"0,35",Аутлет
Foot Locker,1185732,11/5/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская уличная обувь,40,175,"0,40",Аутлет
Foot Locker,1185732,11/6/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская спортивная обувь,45,25,"0,40",Аутлет
Foot Locker,1185732,11/7/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская одежда,60,75,"0,30",Аутлет
Foot Locker,1185732,11/8/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская одежда,50,175,"0,25",Аутлет
Foot Locker,1185732,11/9/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская уличная обувь,50,450,"0,50",Аутлет
Foot Locker,1185732,11/10/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская спортивная обувь,50,150,"0,30",Аутлет
Foot Locker,1185732,11/11/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская уличная обувь,40,150,"0,35",Аутлет
Foot Locker,1185732,11/12/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская спортивная обувь,45,75,"0,35",Аутлет
Foot Locker,1185732,11/13/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская одежда,60,75,"0,30",Аутлет
Foot Locker,1185732,11/14/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская одежда,50,200,"0,25",Аутлет
Foot Locker,1185732,11/15/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская уличная обувь,60,470,"0,50",Аутлет
Foot Locker,1185732,11/16/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская спортивная обувь,60,175,"0,30",Аутлет
Foot Locker,1185732,11/17/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская уличная обувь,55,150,"0,35",Аутлет
Foot Locker,1185732,11/18/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская спортивная обувь,55,100,"0,35",Аутлет
Foot Locker,1185732,11/19/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская одежда,65,125,"0,30",Аутлет
Foot Locker,1185732,11/20/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская одежда,70,250,"0,30",Аутлет
Foot Locker,1185732,11/21/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская уличная обувь,65,500,"0,55",Аутлет
Foot Locker,1185732,11/22/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская спортивная обувь,60,250,"0,35",Аутлет
Foot Locker,1185732,11/23/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская уличная обувь,55,175,"0,40",Аутлет
Foot Locker,1185732,11/24/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская спортивная обувь,55,150,"0,40",Аутлет
Foot Locker,1185732,11/25/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская одежда,65,150,"0,35",Аутлет
Foot Locker,1185732,11/26/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская одежда,70,300,"0,30",Аутлет
Foot Locker,1185732,11/27/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская уличная обувь,65,500,"0,55",Аутлет
Foot Locker,1185732,11/28/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская спортивная обувь,60,300,"0,35",Аутлет
Foot Locker,1185732,11/29/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская уличная обувь,55,225,"0,40",Аутлет
Foot Locker,1185732,11/30/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская спортивная обувь,55,175,"0,40",Аутлет
Foot Locker,1185732,12/1/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская одежда,65,200,"0,35",Аутлет
Foot Locker,1185732,12/2/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская одежда,70,375,"0,30",Аутлет
Foot Locker,1185732,12/3/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская уличная обувь,65,525,"0,55",Аутлет
Foot Locker,1185732,12/4/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская спортивная обувь,60,300,"0,35",Аутлет
Foot Locker,1185732,12/5/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская уличная обувь,55,225,"0,40",Аутлет
Foot Locker,1185732,12/6/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская спортивная обувь,55,200,"0,40",Аутлет
Foot Locker,1185732,12/7/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская одежда,65,175,"0,35",Аутлет
Foot Locker,1185732,12/8/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская одежда,70,350,"0,30",Аутлет
Foot Locker,1185732,12/9/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская уличная обувь,65,475,"0,50",Аутлет
Foot Locker,1185732,12/10/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская спортивная обувь,50,275,"0,30",Аутлет
Foot Locker,1185732,12/11/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская уличная обувь,45,200,"0,35",Аутлет
Foot Locker,1185732,12/12/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская спортивная обувь,45,175,"0,35",Аутлет
Foot Locker,1185732,12/13/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская одежда,55,125,"0,30",Аутлет
Foot Locker,1185732,12/14/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская одежда,60,225,"0,25",Аутлет
Foot Locker,1185732,12/15/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская уличная обувь,60,400,"0,50",Аутлет
Foot Locker,1185732,12/16/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская спортивная обувь,50,225,"0,30",Аутлет
Foot Locker,1185732,12/17/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская уличная обувь,50,125,"0,35",Аутлет
Foot Locker,1185732,12/18/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская спортивная обувь,50,100,"0,35",Аутлет
Foot Locker,1185732,12/19/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская одежда,60,100,"0,30",Аутлет
Foot Locker,1185732,12/20/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская одежда,65,225,"0,25",Аутлет
Foot Locker,1185732,12/21/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская уличная обувь,70,375,"0,55",Аутлет
Foot Locker,1185732,12/22/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская спортивная обувь,60,200,"0,35",Аутлет
Foot Locker,1185732,12/23/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская уличная обувь,60,195,"0,40",Аутлет
Foot Locker,1185732,12/24/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская спортивная обувь,60,175,"0,40",Аутлет
Foot Locker,1185732,12/25/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская одежда,70,150,"0,35",Аутлет
Foot Locker,1185732,12/26/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская одежда,75,250,"0,30",Аутлет
Foot Locker,1185732,12/27/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская уличная обувь,70,475,"0,55",Аутлет
Foot Locker,1185732,12/28/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская спортивная обувь,60,275,"0,35",Аутлет
Foot Locker,1185732,12/29/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская уличная обувь,60,225,"0,40",Аутлет
Foot Locker,1185732,12/30/2021,Северо-Восток,Пенсильвания,Филадельфия,Женская спортивная обувь,60,175,"0,40",Аутлет
Foot Locker,1185732,12/31/2021,Северо-Восток,Пенсильвания,Филадельфия,Мужская одежда,70,175,"0,35",Аутлет
Foot Locker,1185732,1/1/2020,Северо-Восток,Пенсильвания,Филадельфия,Женская одежда,75,275,"0,30",Аутлет
West Gear,1128299,1/2/2020,Северо-Восток,Пенсильвания,Филадельфия,Мужская уличная обувь,35,450,"0,40",Аутлет
West Gear,1128299,1/3/2020,Северо-Восток,Пенсильвания,Филадельфия,Мужская спортивная обувь,45,450,"0,25",Аутлет
West Gear,1128299,1/4/2020,Северо-Восток,Пенсильвания,Филадельфия,Женская уличная обувь,45,450,"0,40",Аутлет
West Gear,1128299,1/5/2020,Северо-Восток,Пенсильвания,Филадельфия,Женская спортивная обувь,45,300,"0,35",Аутлет
West Gear,1128299,1/6/2020,Запад,Невада,Лас-Вегас,Мужская одежда,50,250,"0,55",Аутлет
West Gear,1128299,1/7/2020,Запад,Невада,Лас-Вегас,Женская одежда,45,475,"0,20",Аутлет
West Gear,1128299,1/8/2020,Запад,Невада,Лас-Вегас,Мужская уличная обувь,35,525,"0,40",Аутлет
West Gear,1128299,1/9/2020,Запад,Невада,Лас-Вегас,Мужская спортивная обувь,45,425,"0,25",Аутлет
West Gear,1128299,1/10/2020,Запад,Невада,Лас-Вегас,Женская уличная обувь,45,425,"0,40",Аутлет
West Gear,1128299,1/11/2020,Запад,Невада,Лас-Вегас,Женская спортивная обувь,45,275,"0,35",Аутлет
West Gear,1128299,1/12/2020,Запад,Невада,Лас-Вегас,Мужская одежда,50,200,"0,55",Аутлет
West Gear,1128299,1/13/2020,Запад,Невада,Лас-Вегас,Женская одежда,45,400,"0,20",Аутлет
West Gear,1128299,1/14/2020,Запад,Невада,Лас-Вегас,Мужская уличная обувь,45,550,"0,40",Аутлет
West Gear,1128299,1/15/2020,Запад,Невада,Лас-Вегас,Мужская спортивная обувь,55,400,"0,25",Аутлет
West Gear,1128299,1/16/2020,Запад,Невада,Лас-Вегас,Женская уличная обувь,55,400,"0,40",Аутлет
West Gear,1128299,1/17/2020,Запад,Невада,Лас-Вегас,Женская спортивная обувь,55,300,"0,35",Аутлет
West Gear,1128299,1/18/2020,Запад,Невада,Лас-Вегас,Мужская одежда,60,175,"0,55",Аутлет
West Gear,1128299,1/19/2020,Запад,Невада,Лас-Вегас,Женская одежда,55,375,"0,20",Аутлет
West Gear,1128299,1/20/2020,Запад,Невада,Лас-Вегас,Мужская уличная обувь,60,550,"0,40",Аутлет
West Gear,1128299,1/21/2020,Запад,Невада,Лас-Вегас,Мужская спортивная обувь,65,350,"0,25",Аутлет
West Gear,1128299,1/22/2020,Запад,Невада,Лас-Вегас,Женская уличная обувь,65,400,"0,40",Аутлет
West Gear,1128299,1/23/2020,Запад,Невада,Лас-Вегас,Женская спортивная обувь,60,300,"0,35",Аутлет
West Gear,1128299,1/24/2020,Запад,Невада,Лас-Вегас,Мужская одежда,65,200,"0,55",Аутлет
West Gear,1128299,1/25/2020,Запад,Невада,Лас-Вегас,Женская одежда,80,350,"0,20",Аутлет
West Gear,1128299,1/26/2020,Запад,Невада,Лас-Вегас,Мужская уличная обувь,60,550,"0,45",Аутлет
West Gear,1128299,1/27/2020,Запад,Невада,Лас-Вегас,Мужская спортивная обувь,65,400,"0,30",Аутлет
West Gear,1128299,1/28/2020,Запад,Невада,Лас-Вегас,Женская уличная обувь,65,400,"0,45",Аутлет
West Gear,1128299,1/29/2020,Запад,Невада,Лас-Вегас,Женская спортивная обувь,60,300,"0,40",Аутлет
West Gear,1128299,1/30/2020,Запад,Невада,Лас-Вегас,Мужская одежда,65,200,"0,60",Аутлет
West Gear,1128299,1/31/2020,Запад,Невада,Лас-Вегас,Женская одежда,80,450,"0,25",Аутлет
West Gear,1128299,2/1/2020,Запад,Невада,Лас-Вегас,Мужская уличная обувь,60,700,"0,45",Аутлет
West Gear,1128299,2/2/2020,Запад,Невада,Лас-Вегас,Мужская спортивная обувь,65,550,"0,30",Аутлет
West Gear,1128299,2/3/2020,Запад,Невада,Лас-Вегас,Женская уличная обувь,65,550,"0,45",Аутлет
West Gear,1128299,2/4/2020,Запад,Невада,Лас-Вегас,Женская спортивная обувь,60,425,"0,40",Аутлет
West Gear,1128299,2/5/2020,Запад,Невада,Лас-Вегас,Мужская одежда,65,300,"0,60",Аутлет
West Gear,1128299,2/6/2020,Запад,Невада,Лас-Вегас,Женская одежда,80,600,"0,25",Аутлет
West Gear,1128299,2/7/2020,Запад,Невада,Лас-Вегас,Мужская уличная обувь,60,750,"0,40",Аутлет
West Gear,1128299,2/8/2020,Запад,Невада,Лас-Вегас,Мужская спортивная обувь,65,600,"0,25",Аутлет
West Gear,1128299,2/9/2020,Запад,Невада,Лас-Вегас,Женская уличная обувь,65,550,"0,40",В магазине
West Gear,1128299,2/10/2020,Запад,Невада,Лас-Вегас,Женская спортивная обувь,60,450,"0,35",В магазине
West Gear,1128299,2/11/2020,Запад,Невада,Лас-Вегас,Мужская одежда,65,500,"0,55",В магазине
West Gear,1128299,2/12/2020,Запад,Невада,Лас-Вегас,Женская одежда,80,500,"0,20",В магазине
West Gear,1128299,2/13/2020,Запад,Невада,Лас-Вегас,Мужская уличная обувь,65,700,"0,40",В магазине
West Gear,1128299,2/14/2020,Запад,Невада,Лас-Вегас,Мужская спортивная обувь,70,650,"0,25",В магазине
West Gear,1128299,2/15/2020,Запад,Невада,Лас-Вегас,Женская уличная обувь,65,525,"0,40",В магазине
West Gear,1128299,2/16/2020,Запад,Невада,Лас-Вегас,Женская спортивная обувь,65,475,"0,35",В магазине
West Gear,1128299,2/17/2020,Запад,Невада,Лас-Вегас,Мужская одежда,75,475,"0,55",В магазине
